folio,deleg,id_guard,guard,esq,fecha_d,fecha_m,fecha_a,hr_ini_h,hr_ini_m,hr_fin_h,hr_fin_m,edad,rechab,sat1,solinsc,internet,tramit,tmpoingr,filtroen,asistllegada,enfllegada,revdesp,revunas,limp,trato2,trato1,total_a,asistsala,nutricion,lactm1,lactm2,lactm3,vacunas,limpsalida,limpsalida2,vigilante,simulacro,alrededores,seguro1,tiempo,sala,conact,actadec,comunic1,comunic5,razon,sat2,recomen,parent,sexo,escolar,Delegacion,InscritosDiciembre2014,TipoGuard
"11,764,058",24,1042,Mis Primeros Pasos,1,11,9,15,16,29,16,36,25,5,1,1,,1,3,1,1,1,99,1,2,1,99,20,2,97,2,3,2,1,1,1,1,2,1,2,1,5,2,,1,1,2,10,1,2,1,5,Quer�taro,233,1
"9,173,074",24,1047,Cendi Mary's II,1,18,9,15,14,29,14,38,27,5,2,2,1,,4,1,2,5,1,2,1,2,2,18,4,1,3,2,1,1,2,1,2,1,2,2,2,2,1,1,1,5,2,9,1,2,1,9,Quer�taro,144,1
"10,065,115",24,1047,Cendi Mary's II,1,18,9,15,8,27,8,33,28,5,1,1,,1,1,1,1,1,1,1,2,1,2,20,4,97,3,3,1,1,1,1,1,2,1,2,2,2,1,1,1,3,4,9,1,2,1,9,Quer�taro,144,1
"10,065,122",24,1047,Cendi Mary's II,1,18,9,15,14,16,14,24,41,5,1,2,1,,5,1,1,2,1,2,2,1,1,14,3,1,3,2,1,1,1,2,2,1,1,2,3,4,1,1,1,4,4,9,1,2,1,9,Quer�taro,144,1
"10,065,126",24,1047,Cendi Mary's II,1,18,9,15,15,31,15,39,36,5,1,2,1,,2,1,1,2,1,1,1,1,1,10,3,97,4,4,1,1,1,1,1,1,2,2,2,2,1,1,1,3,4,10,1,2,1,9,Quer�taro,144,1
"11,764,086",24,1047,Cendi Mary's II,1,18,9,15,7,39,7,45,41,5,1,2,1,,2,1,1,1,1,1,2,1,1,9,3,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,5,4,9,1,2,1,7,Quer�taro,144,1
"10,065,194",24,1049,Coqui,1,24,9,15,14,24,14,35,51,5,2,1,,1,4,1,2,1,1,1,1,2,2,15,99,1,5,2,1,1,1,1,1,2,1,2,1,1,2,,1,7,5,10,1,4,2,5,Quer�taro,123,1
"10,065,202",24,1049,Coqui,1,24,9,15,15,54,16,0,28,4,2,1,,1,1,1,1,1,1,1,1,1,1,99,3,97,1,3,2,1,1,1,1,2,1,2,1,4,1,1,1,1,2,10,1,2,1,6,Quer�taro,123,1
"10,705,175",24,1049,Coqui,1,24,9,15,14,46,14,52,27,5,1,1,,1,3,1,1,1,1,1,1,1,1,12,3,97,3,3,2,1,1,2,1,2,2,2,3,4,1,1,1,2,5,9,1,2,1,9,Quer�taro,123,1
"10,705,178",24,1049,Coqui,1,24,9,15,15,12,15,20,37,5,1,1,,1,4,1,1,1,1,2,2,1,1,8,2,97,5,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,10,1,2,1,9,Quer�taro,123,1
"10,705,181",24,1049,Coqui,1,24,9,15,15,54,16,1,36,5,1,1,,1,4,1,1,1,1,2,1,1,1,12,2,1,2,3,2,1,1,1,2,2,1,2,3,4,1,1,1,2,5,10,1,2,1,9,Quer�taro,123,1
"9,173,004",24,105,Aprendiendo Jugando Hidalgo,1,14,9,15,7,50,7,58,37,5,2,2,1,,2,1,1,1,1,1,2,2,1,15,4,2,3,4,2,3,1,1,1,2,4,2,2,6,1,1,1,3,1,9,1,2,1,9,Quer�taro,198,1
"9,173,017",24,105,Aprendiendo Jugando Hidalgo,1,14,9,15,14,43,14,49,33,5,2,2,1,,2,1,1,1,1,2,1,1,1,30,4,1,7,,,1,1,1,1,1,2,2,3,5,1,1,1,3,2,10,1,2,1,9,Quer�taro,198,1
"9,173,026",24,105,Aprendiendo Jugando Hidalgo,1,14,9,15,16,11,16,21,38,5,2,1,,2,5,1,1,1,1,1,2,2,2,25,99,97,4,4,1,1,1,1,1,2,2,2,1,4,1,1,99,1,2,10,1,2,1,7,Quer�taro,198,1
"9,173,027",24,105,Aprendiendo Jugando Hidalgo,1,14,9,15,16,22,16,27,27,5,2,2,1,,4,1,1,1,1,1,2,1,1,99,4,1,1,2,2,1,1,1,1,2,2,2,3,4,2,,1,4,2,9,1,2,1,9,Quer�taro,198,1
"10,705,088",24,105,Aprendiendo Jugando Hidalgo,1,14,9,15,15,16,15,21,27,5,1,1,,1,1,1,1,1,1,1,2,2,2,15,3,97,1,2,2,1,1,1,1,2,2,2,1,5,1,1,1,2,1,8,1,2,1,9,Quer�taro,198,1
"11,764,070",24,105,Aprendiendo Jugando Hidalgo,1,14,9,15,14,4,14,18,36,5,2,2,1,,4,1,1,1,1,1,2,2,2,12,3,1,5,97,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,8,1,1,2,9,Quer�taro,198,1
"9,299,066",24,1058,Guarder�a El Porvenir,1,9,9,15,16,39,16,47,64,5,1,1,,1,5,2,,,,,2,1,1,99,99,97,99,,,1,1,1,1,97,2,2,1,5,2,,1,1,1,10,1,3,1,3,Quer�taro,241,1
"9,299,081",24,1058,Guarder�a El Porvenir,1,10,9,15,13,30,13,37,38,5,1,1,,1,3,1,1,1,1,1,1,1,1,22,2,97,1,2,2,1,1,1,1,1,2,2,4,7,1,1,1,1,2,10,1,2,1,7,Quer�taro,241,1
"10,705,015",24,1058,Guarder�a El Porvenir,1,9,9,15,8,38,8,47,26,5,1,2,1,,5,1,1,1,1,1,1,1,1,15,3,97,1,1,97,97,1,1,1,2,4,2,1,3,1,1,1,2,4,9,1,2,1,9,Quer�taro,241,1
"9,299,156",24,106,CENDI El Roc�o,1,21,9,15,16,18,16,26,43,5,2,3,,,,2,,,,,1,1,1,10,2,1,7,,,1,2,1,1,2,2,2,1,3,1,1,1,1,1,10,1,4,1,7,Quer�taro,100,1
"10,065,134",24,106,CENDI El Roc�o,1,21,9,15,7,17,7,24,26,5,1,2,1,,4,1,1,1,1,1,2,1,1,10,2,97,1,3,2,1,2,2,2,2,2,2,3,5,1,1,2,1,2,9,1,4,1,5,Quer�taro,100,1
"10,065,151",24,106,CENDI El Roc�o,1,21,9,15,16,11,16,18,24,5,1,2,1,,1,1,1,1,1,1,1,1,1,99,99,1,1,2,2,3,1,1,1,2,1,2,1,7,1,1,1,5,1,10,1,2,1,6,Quer�taro,100,1
"8,700,048",24,1066,El Taller de los Ni�os Plantel Oriente,1,23,9,15,17,38,17,46,37,5,2,1,,1,3,2,,,,,1,2,2,20,2,1,3,4,2,1,1,2,5,2,2,2,2,2,1,1,1,3,4,8,1,2,1,9,Quer�taro,174,1
"9,299,189",24,1066,El Taller de los Ni�os Plantel Oriente,1,23,9,15,14,19,14,27,30,3,2,1,,1,4,2,,,,,2,3,2,15,2,97,3,4,2,1,2,2,99,2,2,1,1,6,2,,99,2,2,8,2,4,1,8,Quer�taro,174,1
"11,764,161",24,1066,El Taller de los Ni�os Plantel Oriente,1,23,9,15,17,17,17,24,29,5,2,1,,1,1,2,,,,,1,2,1,20,3,97,3,2,1,1,1,2,2,2,1,1,3,4,2,,1,1,10,9,1,2,1,9,Quer�taro,174,1
"9,299,178",24,1067,El Mundo de Molcas,1,22,9,15,15,36,15,42,40,4,1,2,1,,3,1,1,2,1,2,1,1,1,20,4,1,2,3,1,1,1,2,2,2,2,2,2,4,1,1,1,3,2,10,1,2,1,9,Quer�taro,225,1
"10,065,157",24,1067,El Mundo de Molcas,1,22,9,15,8,16,8,24,37,5,1,1,,1,3,1,1,1,1,1,1,1,1,99,5,97,5,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,10,1,2,1,9,Quer�taro,225,1
"10,065,158",24,1067,El Mundo de Molcas,1,22,9,15,8,26,8,33,33,5,1,1,,2,3,1,1,1,1,1,1,1,1,15,3,97,1,2,2,1,1,1,2,2,4,2,1,1,1,1,1,1,1,9,1,2,1,9,Quer�taro,225,1
"10,065,170",24,1067,El Mundo de Molcas,1,22,9,15,14,27,14,35,37,5,1,1,,1,1,1,1,1,1,1,1,1,1,20,4,97,3,3,1,1,1,1,1,2,2,2,2,2,1,1,1,4,2,9,1,2,1,9,Quer�taro,225,1
"10,705,134",24,1067,El Mundo de Molcas,1,22,9,15,8,25,8,32,41,5,1,1,,1,2,1,1,1,1,2,1,1,1,16,4,97,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,9,1,1,2,9,Quer�taro,225,1
"10,705,142",24,1067,El Mundo de Molcas,1,22,9,15,10,21,10,28,42,5,2,2,1,,1,1,1,2,1,2,2,2,2,20,2,97,1,2,2,1,2,2,4,1,2,2,4,8,1,1,1,2,4,8,2,2,1,9,Quer�taro,225,1
"10,705,158",24,1067,El Mundo de Molcas,1,22,9,15,16,3,16,10,34,3,2,3,,,,2,,,,,2,2,2,10,1,97,3,2,2,1,1,1,2,1,4,2,2,7,1,1,1,5,1,8,1,2,1,5,Quer�taro,225,1
"11,764,125",24,1067,El Mundo de Molcas,1,22,9,15,14,4,14,12,32,5,1,2,1,,5,1,1,1,1,4,1,1,2,20,4,2,1,2,2,1,1,4,4,2,2,2,1,3,2,,1,2,1,9,1,1,2,7,Quer�taro,225,1
"11,764,136",24,1067,El Mundo de Molcas,1,22,9,15,15,33,15,42,38,5,2,1,,1,3,2,,,,,2,2,2,18,3,2,3,3,1,2,1,1,1,1,2,1,1,1,2,,2,1,4,9,1,2,1,9,Quer�taro,225,1
"8,700,011",24,1039,Guarder�a Ordinaria G - 0001 QUERETARO,2,22,9,15,13,37,13,41,32,5,2,1,,1,2,2,,,,,2,2,2,99,3,1,3,2,2,1,1,1,1,2,2,2,2,4,1,1,1,3,2,9,1,2,1,7,Quer�taro,265,2
"8,700,014",24,1039,Guarder�a Ordinaria G - 0001 QUERETARO,2,22,9,15,14,13,14,19,41,3,2,3,,,,2,,,,,2,2,2,99,3,1,3,3,2,1,1,1,1,2,2,2,2,4,1,1,1,5,2,10,1,3,1,5,Quer�taro,265,2
"9,299,004",24,1039,Guarder�a Ordinaria G - 0001 QUERETARO,2,7,9,15,7,22,7,34,31,4,2,1,,1,2,1,1,1,1,1,2,2,2,20,4,1,5,2,1,1,1,2,1,1,2,2,1,1,1,1,1,4,4,8,1,2,1,9,Quer�taro,265,2
"9,299,014",24,1039,Guarder�a Ordinaria G - 0001 QUERETARO,2,7,9,15,12,49,12,57,32,5,2,1,,1,4,1,1,1,1,1,1,2,2,20,3,97,1,2,2,1,1,2,1,1,2,2,1,2,2,,2,2,2,8,1,2,1,9,Quer�taro,265,2
"9,299,026",24,1039,Guarder�a Ordinaria G - 0001 QUERETARO,2,7,9,15,17,17,17,25,47,5,2,1,,1,4,1,1,1,1,1,2,2,2,18,4,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,8,1,2,1,9,Quer�taro,265,2
"9,299,039",24,1039,Guarder�a Ordinaria G - 0001 QUERETARO,2,8,9,15,15,24,15,35,34,3,1,1,,1,4,1,1,1,1,1,2,1,1,99,99,97,1,1,2,1,2,2,2,1,1,2,3,5,2,,1,1,10,10,1,2,1,9,Quer�taro,265,2
"9,481,011",24,1039,Guarder�a Ordinaria G - 0001 QUERETARO,2,8,9,15,8,2,8,11,41,5,2,1,,1,5,1,1,1,1,1,1,2,1,20,4,97,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,2,9,1,2,1,9,Quer�taro,265,2
"10,065,014",24,1039,Guarder�a Ordinaria G - 0001 QUERETARO,2,7,9,15,8,26,8,34,24,5,2,1,,1,3,1,1,1,1,1,2,2,1,20,4,1,1,3,2,1,2,4,2,1,1,2,1,2,2,,1,3,10,9,1,2,1,9,Quer�taro,265,2
"10,065,055",24,1039,Guarder�a Ordinaria G - 0001 QUERETARO,2,8,9,15,17,6,17,14,37,5,2,1,,1,5,1,1,4,4,4,2,2,4,99,99,2,3,4,2,1,4,4,1,2,2,2,4,7,2,,1,7,2,9,2,1,2,7,Quer�taro,265,2
"8,476,156",25,1071,Baby Smart,1,21,9,15,16,17,16,24,23,2,1,3,,,,2,,,,,2,1,1,10,2,1,1,1,2,1,1,1,1,2,1,2,1,7,2,,1,1,1,10,1,1,2,7,Quintana Roo,180,1
"8,758,149",25,1071,Baby Smart,1,21,9,15,8,5,8,13,30,5,2,2,1,,2,1,1,1,1,1,2,2,2,20,3,2,1,3,2,1,2,2,1,1,2,1,1,2,1,1,2,2,5,7,2,2,1,9,Quintana Roo,180,1
"8,758,151",25,1071,Baby Smart,1,21,9,15,8,17,8,24,30,5,1,1,,1,2,1,1,1,1,1,1,2,2,12,3,2,1,2,2,1,1,1,1,2,2,2,4,7,2,,2,1,2,8,1,1,2,6,Quintana Roo,180,1
"8,758,156",25,1071,Baby Smart,1,21,9,15,9,29,9,36,35,5,2,1,,1,3,1,1,1,1,1,1,2,1,30,2,1,4,1,2,1,1,1,99,2,2,2,3,7,1,1,1,2,1,10,1,2,1,9,Quintana Roo,180,1
"8,758,161",25,1071,Baby Smart,1,21,9,15,16,15,16,21,43,5,1,1,,1,2,1,1,1,1,1,1,1,1,10,7,1,7,,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,10,1,1,2,7,Quintana Roo,180,1
"8,758,169",25,1071,Baby Smart,1,22,9,15,8,30,8,37,42,3,2,1,,1,2,2,,,,,1,2,2,25,2,1,3,2,1,1,1,2,1,1,2,1,4,6,1,1,1,2,1,8,1,1,2,9,Quintana Roo,180,1
"8,758,172",25,1071,Baby Smart,1,22,9,15,15,18,15,24,19,5,1,1,,1,2,1,1,1,1,1,1,1,1,12,2,1,2,1,2,1,1,1,1,2,1,2,1,4,2,,1,6,1,10,1,2,1,9,Quintana Roo,180,1
"9,961,167",25,1071,Baby Smart,1,21,9,15,8,24,8,30,20,4,1,1,,1,2,1,1,1,1,1,1,1,1,10,2,1,1,3,2,1,1,2,1,2,1,2,1,7,1,1,1,1,1,10,1,2,1,7,Quintana Roo,180,1
"8,758,226",25,1072,"Guarder�a Infantil CANACO, A.C.",1,25,9,15,15,6,15,11,19,5,1,1,,1,1,2,,,,,1,2,1,10,2,1,5,2,2,1,1,1,1,1,1,2,1,99,2,,1,4,4,10,1,1,2,7,Quintana Roo,105,1
"8,758,228",25,1072,"Guarder�a Infantil CANACO, A.C.",1,25,9,15,15,22,15,28,21,5,1,1,,2,2,1,1,1,1,1,1,2,2,8,3,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,7,5,9,1,2,1,7,Quintana Roo,105,1
"8,758,231",25,1072,"Guarder�a Infantil CANACO, A.C.",1,25,9,15,15,37,15,43,28,5,2,1,,1,2,1,1,1,1,1,2,2,2,8,3,1,4,3,2,1,1,1,1,1,1,2,4,5,1,1,1,1,1,10,1,1,2,6,Quintana Roo,105,1
"9,961,236",25,1072,"Guarder�a Infantil CANACO, A.C.",1,25,9,15,14,39,14,46,20,5,1,1,,1,1,1,1,1,1,1,2,1,2,99,99,2,2,2,2,1,1,2,5,97,2,2,1,5,1,1,1,1,1,10,2,2,1,5,Quintana Roo,105,1
"9,961,237",25,1072,"Guarder�a Infantil CANACO, A.C.",1,25,9,15,15,13,15,20,27,5,1,1,,1,4,1,99,2,1,1,2,2,2,99,99,2,1,2,2,1,1,1,1,2,2,2,3,6,1,1,1,1,2,9,1,2,1,5,Quintana Roo,105,1
"9,961,239",25,1072,"Guarder�a Infantil CANACO, A.C.",1,25,9,15,15,24,15,28,24,5,1,1,,1,3,1,1,1,1,1,2,2,2,99,99,1,3,2,2,1,1,1,1,2,2,2,1,4,1,1,1,2,1,10,2,2,1,7,Quintana Roo,105,1
"8,476,208",25,108,"Centro Infantil de Desarrollo CUQUI, S.C.",1,24,9,15,13,54,14,4,60,4,1,1,,1,1,2,,,,,1,1,1,99,3,1,1,4,2,1,1,1,2,2,99,2,3,7,1,1,1,5,998,10,1,3,1,4,Quintana Roo,120,1
"8,476,209",25,108,"Centro Infantil de Desarrollo CUQUI, S.C.",1,24,9,15,14,20,14,27,35,5,2,1,,1,1,1,1,1,1,1,2,1,2,12,3,2,4,4,1,1,1,1,2,2,2,2,1,4,2,,2,3,2,10,1,2,1,5,Quintana Roo,120,1
"8,476,212",25,108,"Centro Infantil de Desarrollo CUQUI, S.C.",1,24,9,15,15,26,15,32,22,5,1,1,,1,1,2,,,,,1,2,2,15,3,1,3,4,2,1,2,1,2,2,2,2,1,5,1,1,1,1,2,9,1,2,1,7,Quintana Roo,120,1
"8,723,199",25,108,"Centro Infantil de Desarrollo CUQUI, S.C.",1,24,9,15,8,39,8,45,24,5,2,1,,1,2,1,1,1,1,2,2,2,99,99,2,1,2,4,2,1,1,1,1,2,2,2,1,4,2,,2,3,2,8,2,2,1,6,Quintana Roo,120,1
"8,758,205",25,108,"Centro Infantil de Desarrollo CUQUI, S.C.",1,24,9,15,7,56,8,2,23,5,1,1,,1,1,1,1,1,1,1,1,1,1,10,3,2,2,3,2,1,1,1,1,2,1,2,1,4,2,,2,4,2,10,1,2,1,7,Quintana Roo,120,1
"8,758,214",25,108,"Centro Infantil de Desarrollo CUQUI, S.C.",1,24,9,15,15,5,15,13,31,5,2,1,,1,1,1,1,1,1,1,2,2,2,16,4,1,1,1,2,1,1,1,1,1,1,2,3,4,1,1,1,1,1,9,1,2,1,5,Quintana Roo,120,1
"8,758,215",25,108,"Centro Infantil de Desarrollo CUQUI, S.C.",1,24,9,15,15,22,15,27,30,5,2,1,,1,2,2,,,,,2,2,2,10,3,1,7,,,1,1,1,2,2,2,2,1,3,1,1,1,5,998,9,1,1,2,9,Quintana Roo,120,1
"10,271,181",25,108,"Centro Infantil de Desarrollo CUQUI, S.C.",1,24,9,15,8,31,8,37,31,5,1,1,,1,1,1,1,1,1,1,1,1,2,10,3,99,3,1,2,1,1,1,1,2,1,2,1,5,1,1,1,1,4,10,1,2,1,7,Quintana Roo,120,1
"8,476,077",25,1081,Estancia Infantil Peque�os Risue�os,1,11,9,15,7,16,7,24,31,5,2,1,,1,2,1,1,1,1,1,1,1,1,20,3,1,7,,,1,1,1,1,2,1,2,1,4,2,,1,1,5,10,1,1,2,9,Quintana Roo,204,1
"8,476,079",25,1081,Estancia Infantil Peque�os Risue�os,1,11,9,15,7,46,7,54,45,5,1,1,,1,1,1,1,1,1,1,1,1,1,15,2,1,4,4,1,1,1,1,2,2,2,2,3,4,1,1,1,4,2,10,1,1,2,9,Quintana Roo,204,1
"8,476,080",25,1081,Estancia Infantil Peque�os Risue�os,1,11,9,15,7,56,8,2,31,5,2,1,,1,2,1,1,1,1,1,1,1,1,10,3,1,1,2,2,1,1,1,1,2,1,2,1,3,1,1,1,1,4,9,1,2,1,6,Quintana Roo,204,1
"8,476,095",25,1081,Estancia Infantil Peque�os Risue�os,1,11,9,15,13,32,13,39,23,5,1,1,,1,1,1,1,1,1,1,1,1,1,12,3,1,4,1,2,1,1,1,1,2,1,2,1,5,1,1,1,1,1,10,1,2,1,5,Quintana Roo,204,1
"8,476,107",25,1081,Estancia Infantil Peque�os Risue�os,1,14,9,15,8,21,8,28,24,5,2,2,1,,3,1,1,2,1,1,1,1,2,10,2,97,2,3,2,1,1,1,2,1,1,2,2,6,1,1,1,6,5,8,1,2,1,9,Quintana Roo,204,1
"8,476,108",25,1081,Estancia Infantil Peque�os Risue�os,1,14,9,15,8,31,8,38,32,5,2,1,,1,2,1,1,1,1,1,2,2,2,20,3,97,3,4,2,1,2,1,1,1,99,2,2,7,1,1,1,1,1,8,1,1,2,9,Quintana Roo,204,1
"8,758,092",25,1081,Estancia Infantil Peque�os Risue�os,1,11,9,15,7,45,7,52,30,5,2,1,,1,1,1,1,1,1,1,1,1,2,25,4,1,4,97,1,1,1,1,1,1,1,2,2,2,1,99,2,2,5,9,1,2,1,9,Quintana Roo,204,1
"8,758,110",25,1081,Estancia Infantil Peque�os Risue�os,1,14,9,15,7,49,7,55,30,5,4,1,,1,2,1,2,1,1,2,2,4,2,24,2,2,1,1,2,1,4,1,4,2,2,2,4,7,1,1,1,2,2,7,3,1,2,7,Quintana Roo,204,1
"8,758,116",25,1081,Estancia Infantil Peque�os Risue�os,1,14,9,15,13,35,13,43,47,3,1,3,,,,1,1,2,1,1,1,1,2,40,99,1,4,3,1,1,1,4,2,1,2,1,1,5,1,1,1,1,1,10,1,3,1,5,Quintana Roo,204,1
"10,271,063",25,1081,Estancia Infantil Peque�os Risue�os,1,11,9,15,7,45,7,53,37,5,1,1,,1,1,1,1,1,1,1,1,2,2,12,2,1,3,3,2,1,1,1,1,1,2,2,2,7,1,1,1,1,998,9,2,1,2,7,Quintana Roo,204,1
"8,476,014",25,1083,Colegio Mis Angelitos,1,7,9,15,7,39,7,50,33,5,1,2,1,,2,1,1,1,1,1,1,1,1,10,2,1,4,1,1,1,1,1,1,1,1,2,4,5,1,1,1,3,2,8,1,1,2,9,Quintana Roo,246,1
"8,476,020",25,1083,Colegio Mis Angelitos,1,7,9,15,8,35,8,42,38,5,1,1,,1,5,1,1,1,1,1,2,2,1,10,2,1,3,3,2,1,1,2,2,2,1,2,2,5,1,1,1,2,4,10,1,2,1,9,Quintana Roo,246,1
"8,476,028",25,1083,Colegio Mis Angelitos,1,7,9,15,15,23,15,32,24,5,2,1,,1,3,1,1,1,1,1,1,1,1,35,2,1,3,4,2,1,1,2,1,2,1,2,2,7,1,1,1,7,2,10,1,2,1,9,Quintana Roo,246,1
"8,476,031",25,1083,Colegio Mis Angelitos,1,7,9,15,16,27,16,34,41,5,1,3,,,,2,,,,,1,1,1,5,1,2,5,2,1,1,1,1,2,2,1,2,1,1,99,,1,1,4,9,1,1,2,7,Quintana Roo,246,1
"8,476,033",25,1083,Colegio Mis Angelitos,1,8,9,15,7,44,7,51,30,5,2,2,1,,3,1,1,1,1,1,1,2,2,10,2,97,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,3,8,4,2,1,9,Quintana Roo,246,1
"8,476,038",25,1083,Colegio Mis Angelitos,1,8,9,15,8,53,9,0,37,5,1,1,,1,3,1,1,1,1,1,1,1,2,15,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,9,1,2,1,9,Quintana Roo,246,1
"8,723,008",25,1083,Colegio Mis Angelitos,1,7,9,15,7,45,7,55,33,5,4,1,,1,1,1,1,1,1,1,2,2,2,12,2,2,2,3,2,1,1,2,1,2,4,2,3,3,1,1,1,1,2,7,2,1,2,9,Quintana Roo,246,1
"8,723,009",25,1083,Colegio Mis Angelitos,1,7,9,15,7,57,8,4,31,5,1,1,,1,1,1,1,1,1,1,1,1,1,12,2,1,2,2,2,1,1,1,1,1,1,2,1,5,1,1,1,1,2,9,1,1,2,8,Quintana Roo,246,1
"8,758,006",25,1083,Colegio Mis Angelitos,1,7,9,15,8,1,8,11,34,5,2,1,,1,3,1,1,1,1,1,2,2,2,15,2,2,1,2,2,1,1,1,2,2,4,2,2,2,2,,1,7,1,8,1,2,1,9,Quintana Roo,246,1
"8,758,016",25,1083,Colegio Mis Angelitos,1,7,9,15,10,37,10,46,53,5,2,2,1,,1,1,1,1,1,1,1,1,1,15,3,1,1,3,2,1,1,1,1,2,1,2,3,7,1,1,1,99,1,9,1,3,1,3,Quintana Roo,246,1
"8,758,038",25,1083,Colegio Mis Angelitos,1,7,9,15,16,24,16,30,41,3,1,2,1,,2,2,,,,,1,2,2,15,5,1,4,3,2,1,1,1,1,1,4,2,3,5,1,1,1,2,4,8,1,1,2,9,Quintana Roo,246,1
"9,961,008",25,1083,Colegio Mis Angelitos,1,7,9,15,7,49,8,2,53,4,4,1,,1,2,1,1,4,1,1,2,3,4,15,2,2,3,4,2,2,5,1,2,2,4,1,3,3,2,,2,4,1,6,4,2,1,8,Quintana Roo,246,1
"9,961,016",25,1083,Colegio Mis Angelitos,1,7,9,15,9,52,10,1,25,5,1,1,,1,1,1,2,1,1,1,1,2,2,17,5,1,3,1,2,1,1,1,4,1,1,2,2,3,1,1,1,3,4,8,1,2,1,8,Quintana Roo,246,1
"9,961,018",25,1083,Colegio Mis Angelitos,1,7,9,15,10,10,10,18,32,5,1,2,1,,2,1,1,1,1,1,2,2,2,15,3,1,2,1,2,1,1,1,2,1,2,2,4,6,1,1,1,2,2,10,1,2,1,7,Quintana Roo,246,1
"9,961,044",25,1083,Colegio Mis Angelitos,1,8,9,15,8,23,8,29,19,4,1,1,,1,1,1,1,1,1,1,1,2,2,20,2,1,1,1,2,1,1,1,3,1,1,2,1,3,1,1,1,2,5,9,1,2,1,7,Quintana Roo,246,1
"10,271,019",25,1083,Colegio Mis Angelitos,1,8,9,15,7,37,7,46,34,4,1,1,,1,1,1,1,1,1,1,1,1,1,10,2,2,1,3,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,9,1,2,1,9,Quintana Roo,246,1
"8,476,052",25,1087,Centro Educativo Siglo XXI,1,9,9,15,8,18,8,26,35,5,2,1,,1,4,1,1,2,1,1,2,2,2,18,3,1,1,3,2,1,1,1,1,1,2,2,1,5,1,1,1,2,1,8,1,2,1,9,Quintana Roo,213,1
"8,476,057",25,1087,Centro Educativo Siglo XXI,1,10,9,15,6,54,7,1,32,4,1,2,1,,1,1,1,1,1,1,1,1,1,15,5,1,3,3,1,1,1,1,1,2,1,2,1,2,1,1,1,4,1,8,1,2,1,9,Quintana Roo,213,1
"8,476,067",25,1087,Centro Educativo Siglo XXI,1,10,9,15,14,6,14,14,32,5,1,1,,1,1,1,1,1,1,1,2,1,1,20,3,1,1,2,2,1,1,1,1,2,1,2,4,6,1,1,1,2,2,10,1,2,1,9,Quintana Roo,213,1
"8,476,074",25,1087,Centro Educativo Siglo XXI,1,10,9,15,15,47,15,55,39,5,3,1,,1,1,2,,,,,3,2,3,10,2,1,7,,,1,3,1,4,1,3,1,5,6,1,1,1,1,4,5,4,2,1,3,Quintana Roo,213,1
"8,758,081",25,1087,Centro Educativo Siglo XXI,1,10,9,15,15,17,15,29,62,5,2,1,,1,99,1,99,2,1,1,2,2,2,20,3,2,99,,,1,4,4,2,2,99,2,1,2,1,1,2,1,999,99,1,3,1,1,Quintana Roo,213,1
"8,758,086",25,1087,Centro Educativo Siglo XXI,1,10,9,15,16,1,16,7,53,5,2,2,1,,2,1,1,1,1,1,2,2,2,20,2,2,1,2,2,1,1,1,1,2,2,2,1,6,1,1,1,5,1,8,1,3,1,9,Quintana Roo,213,1
"9,961,073",25,1087,Centro Educativo Siglo XXI,1,9,9,15,14,38,14,48,40,5,2,1,,1,1,2,,,,,2,2,2,15,99,1,2,3,2,1,2,1,1,2,2,1,3,4,1,1,2,2,1,9,1,2,1,7,Quintana Roo,213,1
"9,961,084",25,1087,Centro Educativo Siglo XXI,1,10,9,15,8,17,8,24,36,5,1,1,,2,3,1,2,1,1,1,1,1,1,15,3,1,2,2,1,1,1,1,1,2,2,1,1,7,1,1,1,1,2,8,2,2,1,8,Quintana Roo,213,1
"10,271,033",25,1087,Centro Educativo Siglo XXI,1,9,9,15,7,41,7,48,30,5,1,1,,1,1,1,1,1,1,1,1,1,1,10,3,2,4,3,2,1,1,1,1,1,2,2,4,7,1,1,1,1,5,10,1,2,1,6,Quintana Roo,213,1
"10,271,039",25,1087,Centro Educativo Siglo XXI,1,9,9,15,8,34,8,45,26,4,2,1,,1,2,1,2,4,1,1,4,2,5,12,1,2,1,4,2,1,5,1,1,2,2,1,3,8,2,,1,4,1,7,3,2,1,9,Quintana Roo,213,1
"8,476,190",25,109,Centro Educativo Mundo Feliz,1,23,9,15,15,44,15,50,32,5,1,3,,,,2,,,,,1,1,2,15,2,1,3,4,2,1,1,1,1,2,1,2,1,99,2,,1,1,2,10,1,1,2,5,Quintana Roo,159,1
